# id, s, p
155.000000,1.213630,0.112445
156.000000,1.311285,0.094881
157.000000,1.387354,0.082667
158.000000,1.188765,0.117266
159.000000,1.527783,0.063283
160.000000,1.850144,0.032146
161.000000,1.538322,0.061985
162.000000,1.398257,0.081018
163.000000,1.285978,0.099225
164.000000,0.788435,0.215221
165.000000,0.157277,0.437513
166.000000,1.415452,0.078468
167.000000,0.897845,0.184634
168.000000,2.193606,0.014132
169.000000,-0.055850,0.477731
170.000000,3.250795,0.000575
171.000000,2.377054,0.008726
172.000000,1.719832,0.042731
173.000000,0.658413,0.255136
174.000000,2.666705,0.003830
175.000000,1.915762,0.027698
176.000000,-0.109716,0.456317
177.000000,1.051975,0.146405
178.000000,0.854208,0.196495
179.000000,1.556534,0.059791
180.000000,1.856982,0.031657
181.000000,1.629934,0.051558
182.000000,0.949581,0.171163
183.000000,1.320545,0.093327
184.000000,1.837856,0.033042
185.000000,1.484618,0.068822
186.000000,1.292417,0.098106
187.000000,1.536248,0.062239
188.000000,1.368158,0.085631
189.000000,1.333647,0.091160
190.000000,1.368704,0.085546
191.000000,1.355314,0.087659
192.000000,1.577307,0.057362
193.000000,1.566943,0.058564
194.000000,1.272650,0.101571
195.000000,0.614976,0.269285
196.000000,1.456131,0.072678
197.000000,1.629564,0.051597
198.000000,1.794306,0.036382
199.000000,1.789948,0.036731
200.000000,1.867343,0.030927
201.000000,1.886934,0.029585
202.000000,1.888237,0.029497
203.000000,1.631636,0.051378
204.000000,1.649325,0.049540
205.000000,1.290794,0.098388
206.000000,0.985427,0.162207
207.000000,0.513832,0.303685
208.000000,2.929298,0.001699
209.000000,1.213683,0.112434
210.000000,2.827930,0.002343
211.000000,1.997113,0.022906
212.000000,-0.137205,0.445434
213.000000,0.567251,0.285272
214.000000,0.966239,0.166962
215.000000,2.069651,0.019243
216.000000,-0.759013,0.223922
217.000000,3.085193,0.001017
218.000000,1.927173,0.026979
219.000000,1.380245,0.083756
220.000000,0.852523,0.196962
221.000000,1.315211,0.094220
222.000000,1.790877,0.036657
223.000000,1.227531,0.109812
224.000000,0.829505,0.203409
225.000000,0.984791,0.162363
226.000000,2.133631,0.016437
227.000000,0.497979,0.309249
228.000000,1.242066,0.107106
229.000000,1.429435,0.076440
230.000000,1.085671,0.138812
231.000000,1.257993,0.104197
232.000000,1.442615,0.074565
233.000000,1.322327,0.093030
234.000000,1.398264,0.081017
235.000000,1.526114,0.063491
236.000000,1.440124,0.074916
237.000000,1.369447,0.085430
238.000000,1.638843,0.050623
239.000000,1.824787,0.034017
240.000000,1.914467,0.027780
241.000000,1.900181,0.028705
242.000000,1.613846,0.053280
243.000000,1.902548,0.028550
244.000000,1.940401,0.026165
245.000000,1.853781,0.031885
246.000000,1.848455,0.032268
247.000000,1.522986,0.063881
248.000000,0.871771,0.191667
249.000000,1.917495,0.027588
250.000000,2.260647,0.011891
251.000000,0.069563,0.472271
252.000000,-0.548637,0.291627
253.000000,1.910785,0.028016
254.000000,0.849200,0.197885
255.000000,1.982673,0.023702
256.000000,-0.365296,0.357445
257.000000,2.677516,0.003709
258.000000,3.504084,0.000229
259.000000,2.081318,0.018702
260.000000,1.598507,0.054965
261.000000,1.584262,0.056567
262.000000,0.633958,0.263054
263.000000,1.159604,0.123105
264.000000,1.794859,0.036338
265.000000,1.318593,0.093653
266.000000,0.851090,0.197360
267.000000,1.495407,0.067404
268.000000,1.483618,0.068955
269.000000,1.699771,0.044587
270.000000,1.331554,0.091503
271.000000,1.247224,0.106158
272.000000,1.316179,0.094057
273.000000,0.852978,0.196836
274.000000,1.405966,0.079867
275.000000,1.467864,0.071071
276.000000,1.326098,0.092404
277.000000,1.338073,0.090436
278.000000,1.267000,0.102578
279.000000,1.605666,0.054174
280.000000,1.865378,0.031064
281.000000,1.823131,0.034142
282.000000,1.779225,0.037601
283.000000,1.791177,0.036632
284.000000,1.700170,0.044549
285.000000,1.881689,0.029939
286.000000,1.852245,0.031995
287.000000,1.867620,0.030908
288.000000,1.811539,0.035029
289.000000,1.555831,0.059874
290.000000,0.803120,0.210953
291.000000,0.716971,0.236696
292.000000,1.505750,0.066066
293.000000,1.278216,0.100587
294.000000,2.456017,0.007024
295.000000,1.078851,0.140327
296.000000,-0.142891,0.443188
297.000000,1.371010,0.085186
298.000000,2.755444,0.002931
299.000000,-0.650787,0.257592
300.000000,0.980046,0.163532
301.000000,3.981800,0.000034
302.000000,4.633122,0.000002
303.000000,0.529830,0.298115
304.000000,-0.323868,0.373019
305.000000,0.747564,0.227362
306.000000,1.011588,0.155868
307.000000,1.717400,0.042953
308.000000,1.400292,0.080713
309.000000,0.692681,0.244255
310.000000,0.825616,0.204511
311.000000,1.388232,0.082533
312.000000,0.928045,0.176692
313.000000,1.714293,0.043237
314.000000,1.232423,0.108895
315.000000,1.475863,0.069990
316.000000,1.537798,0.062049
317.000000,1.339352,0.090228
318.000000,1.223639,0.110544
319.000000,1.336276,0.090730
320.000000,1.264623,0.103003
321.000000,1.589633,0.055959
322.000000,1.780764,0.037476
323.000000,1.792303,0.036542
324.000000,1.183024,0.118400
325.000000,1.604162,0.054339
326.000000,1.565496,0.058733
327.000000,1.819953,0.034383
328.000000,1.721371,0.042592
329.000000,1.592794,0.055603
330.000000,1.452167,0.073228
331.000000,1.485879,0.068656
332.000000,0.681544,0.247764
333.000000,0.755297,0.225035
334.000000,1.030598,0.151365
335.000000,0.478215,0.316248
336.000000,1.256206,0.104521
337.000000,0.115979,0.453835
338.000000,3.027524,0.001233
339.000000,3.855167,0.000058
340.000000,2.086162,0.018482
341.000000,3.474301,0.000256
342.000000,1.874258,0.030447
343.000000,4.012591,0.000030
344.000000,6.412838,0.000000
345.000000,6.288240,0.000000
346.000000,4.550875,0.000003
347.000000,3.616536,0.000149
348.000000,-0.876191,0.190463
349.000000,-0.080226,0.468029
350.000000,0.780340,0.217595
351.000000,-0.122200,0.451370
352.000000,1.168518,0.121299
353.000000,1.138728,0.127408
354.000000,0.446995,0.327439
355.000000,1.318265,0.093707
356.000000,1.326128,0.092399
357.000000,1.499408,0.066884
358.000000,1.465270,0.071424
359.000000,1.349662,0.088562
360.000000,0.689717,0.245186
361.000000,0.726017,0.233914
362.000000,0.895168,0.185349
363.000000,0.963695,0.167600
364.000000,1.524102,0.063742
365.000000,1.454762,0.072868
366.000000,1.008078,0.156708
367.000000,0.406005,0.342369
368.000000,1.160628,0.122897
369.000000,1.596828,0.055152
370.000000,1.710274,0.043608
371.000000,1.580683,0.056975
372.000000,1.286931,0.099059
373.000000,0.916893,0.179599
374.000000,1.230117,0.109327
375.000000,0.700203,0.241900
376.000000,0.741919,0.229068
377.000000,0.948377,0.171469
378.000000,-0.058584,0.476642
379.000000,-0.291651,0.385277
380.000000,1.073743,0.141469
381.000000,3.006848,0.001320
382.000000,4.861027,0.000001
383.000000,-0.570409,0.284200
384.000000,1.714546,0.043214
385.000000,4.803192,0.000001
386.000000,5.039596,0.000000
387.000000,4.869432,0.000001
388.000000,-0.393914,0.346822
389.000000,1.437320,0.075314
390.000000,4.731168,0.000001
391.000000,2.581488,0.004919
392.000000,2.778699,0.002729
393.000000,-0.643257,0.260029
394.000000,1.822437,0.034194
395.000000,-0.181016,0.428177
396.000000,0.769595,0.220770
397.000000,0.564399,0.286241
398.000000,1.350750,0.088388
399.000000,1.055605,0.145574
400.000000,0.223789,0.411461
401.000000,1.079307,0.140225
402.000000,1.087256,0.138462
403.000000,0.387036,0.349365
404.000000,-0.126479,0.449676
405.000000,1.004278,0.157622
406.000000,0.696227,0.243143
407.000000,1.492069,0.067841
408.000000,1.030300,0.151435
409.000000,0.877023,0.190237
410.000000,0.257927,0.398232
411.000000,1.141907,0.126746
412.000000,1.351507,0.088267
413.000000,1.481978,0.069173
414.000000,1.257234,0.104335
415.000000,1.289107,0.098681
416.000000,0.985141,0.162278
417.000000,1.232745,0.108835
418.000000,0.611567,0.270412
419.000000,0.450555,0.326155
420.000000,1.659745,0.048483
421.000000,2.434895,0.007448
422.000000,0.483782,0.314270
423.000000,3.582952,0.000170
424.000000,2.925367,0.001720
